created_utc,model,dataset,concurrency,data_num,ttft_ms,tpot_ms,total_output_throughput_token_s,throughput_per_gpu_token_s,ttft_sla_ms,tpot_sla_ms,sla_status,observed_max_concurrency,concurrency_matched,success_requests,failed_requests,run_dir,request_rate,max_running_requests
2026-09-06T11:51:59.240498+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,170,680,472526.2,33.5,300.7569,37.5946,20000.0,20.0,FAIL_BOTH,170,True,680,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T111227239630Z_c170,8,16
2026-09-06T12:12:20.009663+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,170,680,126603.7,42.5,1223.0384,152.8798,4000.0,20.0,FAIL_BOTH,170,True,680,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T115731843226Z_c170,8,64
2026-09-06T12:48:19.829370+00:00,GLM-5.2-W4AFP8,dataset_16k_p0,170,680,344362.5,52.6,388.3614,48.5452,10000.0,20.0,FAIL_BOTH,170,True,680,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_32/glm_5_2_w4afp8/dataset_16k_p0/20260906T121750502918Z_c170,8,32
2026-09-06T12:56:20.204724+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,4,16,6095.9,16.4,179.1818,22.3977,20000.0,20.0,PASS,4,True,16,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T125351322932Z_c4,8,16
2026-09-06T12:58:43.713889+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,8,32,5747.2,20.4,306.656,38.332,20000.0,20.0,FAIL_TPOT,8,True,32,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T125621346943Z_c8,8,16
2026-09-06T13:01:19.188287+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,12,48,4086.4,25.0,411.4993,51.4374,20000.0,20.0,FAIL_TPOT,12,True,48,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T125845369304Z_c12,8,16
2026-09-06T13:04:03.878893+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,16,64,3080.0,28.6,502.1597,62.77,20000.0,20.0,FAIL_TPOT,16,True,64,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T130119391700Z_c16,8,16
2026-09-06T13:07:29.285578+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,20,80,7815.4,28.5,487.6525,60.9566,20000.0,20.0,FAIL_TPOT,20,True,80,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T130405421556Z_c20,8,16
2026-09-06T13:11:02.315083+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,24,96,13588.9,27.3,550.3215,68.7902,20000.0,20.0,FAIL_TPOT,24,True,96,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T130729451353Z_c24,8,16
2026-09-06T13:18:02.881326+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,28,112,53842.4,32.8,297.0883,37.136,20000.0,20.0,FAIL_BOTH,28,True,112,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T131103476609Z_c28,8,16
2026-09-06T13:25:57.798841+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,32,128,66055.7,32.9,297.6759,37.2095,20000.0,20.0,FAIL_BOTH,32,True,128,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T131803513148Z_c32,8,16
2026-09-06T13:34:48.330197+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,36,144,77914.1,33.1,297.7559,37.2195,20000.0,20.0,FAIL_BOTH,36,True,144,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T132559553322Z_c36,8,16
2026-09-06T13:44:30.962506+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,40,160,89915.7,33.2,298.9473,37.3684,20000.0,20.0,FAIL_BOTH,40,True,160,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T133449597650Z_c40,8,16
2026-09-06T13:55:06.306397+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,44,176,101633.7,33.2,299.8549,37.4819,20000.0,20.0,FAIL_BOTH,44,True,176,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T134431650564Z_c44,8,16
2026-09-06T14:06:35.006179+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,48,192,113043.0,33.3,300.9835,37.6229,20000.0,20.0,FAIL_BOTH,48,True,192,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T135507702515Z_c48,8,16
2026-09-06T14:18:57.795965+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,52,208,125135.8,33.4,300.8922,37.6115,20000.0,20.0,FAIL_BOTH,52,True,208,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T140635757608Z_c52,8,16
2026-09-06T14:32:15.246463+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,56,224,136705.0,33.5,301.4723,37.684,20000.0,20.0,FAIL_BOTH,56,True,224,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T141859811236Z_c56,8,16
2026-09-06T14:46:22.515610+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,60,240,148740.2,33.6,301.9855,37.7482,20000.0,20.0,FAIL_BOTH,60,True,240,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T143215871964Z_c60,8,16
2026-09-06T15:01:38.937587+00:00,GLM-5.2-W4AFP8,dataset_128k_p90,64,256,160528.7,33.5,297.8338,37.2292,20000.0,20.0,FAIL_BOTH,64,True,256,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_16/glm_5_2_w4afp8/dataset_128k_p90/20260906T144623939524Z_c64,8,16
2026-09-06T15:09:22.470820+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,4,16,1398.8,14.4,260.3282,32.541,4000.0,20.0,PASS,4,True,16,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T150709096992Z_c4,8,64
2026-09-06T15:11:51.920053+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,8,32,2331.2,17.5,419.2618,52.4077,4000.0,20.0,PASS,8,True,32,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T150923119033Z_c8,8,64
2026-09-06T15:14:38.280679+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,12,48,2768.2,20.0,546.6467,68.3308,4000.0,20.0,PASS,12,True,48,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T151153140142Z_c12,8,64
2026-09-06T15:17:42.136568+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,16,64,3759.0,22.1,646.0225,80.7528,4000.0,20.0,FAIL_TPOT,16,True,64,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T151439167718Z_c16,8,64
2026-09-06T15:21:13.144667+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,20,80,4542.0,26.1,685.7197,85.715,4000.0,20.0,FAIL_BOTH,20,True,80,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T151743220308Z_c20,8,64
2026-09-06T15:24:52.928901+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,24,96,5248.3,26.9,785.982,98.2477,4000.0,20.0,FAIL_BOTH,24,True,96,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T152113245379Z_c24,8,64
2026-09-06T15:28:51.597584+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,28,112,5758.2,29.7,829.5821,103.6978,4000.0,20.0,FAIL_BOTH,28,True,112,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T152453270444Z_c28,8,64
2026-09-06T15:32:57.606377+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,32,128,6512.9,30.3,917.5673,114.6959,4000.0,20.0,FAIL_BOTH,32,True,128,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T152853295791Z_c32,8,64
2026-09-06T15:37:26.882473+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,36,144,7083.3,33.8,927.7363,115.967,4000.0,20.0,FAIL_BOTH,36,True,144,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T153259324984Z_c36,8,64
2026-09-06T15:42:03.378447+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,40,160,7690.5,34.2,1006.4118,125.8015,4000.0,20.0,FAIL_BOTH,40,True,160,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T153727356498Z_c40,8,64
2026-09-06T15:47:00.204949+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,44,176,8540.3,36.6,1031.5768,128.9471,4000.0,20.0,FAIL_BOTH,44,True,176,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T154205381135Z_c44,8,64
2026-09-06T15:52:00.922343+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,48,192,9130.0,37.1,1102.5726,137.8216,4000.0,20.0,FAIL_BOTH,48,True,192,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T154701412549Z_c48,8,64
2026-09-06T15:57:16.924576+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,52,208,9987.5,39.3,1124.7759,140.597,4000.0,20.0,FAIL_BOTH,52,True,208,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T155201447692Z_c52,8,64
2026-09-06T16:02:37.832716+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,56,224,10825.6,39.7,1188.0625,148.5078,4000.0,20.0,FAIL_BOTH,56,True,224,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T155717487069Z_c56,8,64
2026-09-06T16:08:16.915210+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,60,240,11215.0,42.0,1201.3685,150.1711,4000.0,20.0,FAIL_BOTH,60,True,240,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T160239534645Z_c60,8,64
2026-09-06T16:14:25.774319+00:00,GLM-5.2-W4AFP8,dataset_3_5k_p0,64,256,12436.3,42.3,1167.4103,145.9263,4000.0,20.0,FAIL_BOTH,64,True,256,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_64/glm_5_2_w4afp8/dataset_3_5k_p0/20260906T160817569869Z_c64,8,64
2026-09-06T16:22:07.935764+00:00,GLM-5.2-W4AFP8,dataset_16k_p0,4,16,4794.7,16.6,187.7913,23.4739,10000.0,20.0,PASS,4,True,16,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_32/glm_5_2_w4afp8/dataset_16k_p0/20260906T162000549457Z_c4,8,32
2026-09-06T16:24:44.881331+00:00,GLM-5.2-W4AFP8,dataset_16k_p0,8,32,8075.5,22.7,260.0229,32.5029,10000.0,20.0,FAIL_TPOT,8,True,32,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_32/glm_5_2_w4afp8/dataset_16k_p0/20260906T162208577039Z_c8,8,32
2026-09-06T16:27:58.910695+00:00,GLM-5.2-W4AFP8,dataset_16k_p0,12,48,11416.0,28.0,304.8326,38.1041,10000.0,20.0,FAIL_BOTH,12,True,48,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_32/glm_5_2_w4afp8/dataset_16k_p0/20260906T162446603654Z_c12,8,32
2026-09-06T16:31:48.200469+00:00,GLM-5.2-W4AFP8,dataset_16k_p0,16,64,14855.5,33.4,332.9208,41.6151,10000.0,20.0,FAIL_BOTH,16,True,64,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_32/glm_5_2_w4afp8/dataset_16k_p0/20260906T162800633320Z_c16,8,32
2026-09-06T16:36:17.701961+00:00,GLM-5.2-W4AFP8,dataset_16k_p0,20,80,18130.5,40.1,344.1718,43.0215,10000.0,20.0,FAIL_BOTH,20,True,80,0,/home/coder/workspace/services/llm_eval/output/huawei_cmp_8/mr_32/glm_5_2_w4afp8/dataset_16k_p0/20260906T163148666223Z_c20,8,32
